loss,val_loss
0.0016144971596077085,0.0003292132751084864
0.0008071855991147459,0.0013164362171664834
0.0007489209529012442,0.00026955449720844626
0.0005825457046739757,0.00026331268600188196
0.0005424674018286169,0.00022401794558390975
0.0005471562035381794,0.0002862728724721819
0.0005487290327437222,0.0003642426454462111
0.0005091454368084669,0.0011155459797009826
0.0004925766843371093,0.00039840047247707844
0.0004893941222690046,0.0002147688646800816
0.0004930256982333958,0.0001920289359986782
0.0004994439077563584,0.0005137752741575241
0.0004551631573121995,0.00022937518951948732
0.0004655538941733539,0.00024512261734344065
0.0004597104561980814,0.0005657824221998453
0.00045447819866240025,0.00018942897440865636
0.0004639909020625055,0.00024865841260179877
0.00046479832963086665,0.0001848537940531969
0.0004433325375430286,0.00017993117216974497
0.00043176786857657135,0.00016752694500610232
0.00042127963388338685,0.00024303767713718116
0.0004281353030819446,0.00044411924318410456
0.0004152227775193751,0.0001963828835869208
0.0004326292546465993,0.00018488737987354398
0.0004312282253522426,0.0002398287906544283
0.0004035583115182817,0.00018249466666020453
0.0003833028895314783,0.0002095445233862847
0.00039893301436677575,0.00025087627000175416
0.00042658334132283926,0.00018694809114094824
0.0004281888250261545,0.00022282268037088215
0.00038385135121643543,0.00019842151959892362
0.00042739036143757403,0.00025978003395721316
0.0004084789543412626,0.00020870112348347902
0.0003875300462823361,0.0002645243948791176
0.0003785236622206867,0.0006199115887284279
